Rank,Name,basename,Genre,ESRB_Rating,Platform,Publisher,Developer,VGChartz_Score,Critic_Score,User_Score,Total_Shipped,Global_Sales,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Year,Last_Update,url,status,Vgchartzscore,img_url
7413,NCAA Gamebreaker,ncaa-gamebreaker,Sports,,PS,Sony Computer Entertainment,SCEA,,6.3,,,0.26,0.15,0.1,,0.02,1996.0,,http://www.vgchartz.com/game/1560/ncaa-gamebreaker/?region=All,1,,/games/boxart/6984514ccc.jpg
7414,NPPL Championship Paintball 2009,nppl-championship-paintball-2009,Shooter,E10,PS2,Activision,Sand Grain Studios,,,,,0.26,0.13,0.1,,0.03,2008.0,,http://www.vgchartz.com/game/29149/nppl-championship-paintball-2009/?region=All,1,,/games/boxart/full_8603584AmericaFrontccc.jpg
7415,Petz: Horsez 2,petz-horsez-2,Simulation,E,PS2,Ubisoft,Ubisoft,,,,,0.26,0.13,0.1,,0.03,2007.0,,http://www.vgchartz.com/game/12767/petz-horsez-2/?region=All,1,,/games/boxart/7816901ccc.gif
7416,Shin Megami Tensei: Devil Survivor,shin-megami-tensei-devil-survivor,Role-Playing,T,DS,Atlus,Atlus Co.,,8.4,8.8,,0.26,0.13,,0.12,0.01,2009.0,,http://www.vgchartz.com/game/30981/shin-megami-tensei-devil-survivor/?region=All,1,,/games/boxart/full_8717225AmericaFrontccc.jpg
7417,Inazuma Eleven GO 3: Galaxy - Big Bang / Supernova,inazuma-eleven-go-3-galaxy---big-bang,Role-Playing,,3DS,Level 5,Level 5,,,,,0.26,,,0.26,,2013.0,31st Aug 18,http://www.vgchartz.com/game/77841/inazuma-eleven-go-3-galaxy-big-bang-supernova/?region=All,1,,/games/boxart/full_3937003JapanFrontccc.jpg
7418,Tomba!,tomba,Platform,E,PS,Sony Computer Entertainment,Whoopee Camp,,8.6,,,0.26,0.15,0.1,,0.02,1998.0,,http://www.vgchartz.com/game/2480/tomba/?region=All,1,,/games/boxart/2765818ccc.gif
7419,Love Plus,love-plus,Simulation,,DS,Konami,Konami,,,,,0.26,,,0.26,,2009.0,,http://www.vgchartz.com/game/35286/love-plus/?region=All,1,,/games/boxart/full_love-plus_1JapanFront.jpg
7420,Tales of Innocence,tales-of-innocence,Role-Playing,,DS,Namco Bandai,Alfa System,,,,,0.26,,,0.26,,2007.0,,http://www.vgchartz.com/game/7143/tales-of-innocence/?region=All,1,,/games/boxart/full_9039612JapanFrontccc.jpg
7421,MLB SlugFest 2006,mlb-slugfest-2006,Sports,E10,PS2,Midway Games,Blue Shift,,,,,0.26,0.13,0.1,,0.03,2006.0,,http://www.vgchartz.com/game/5372/mlb-slugfest-2006/?region=All,1,,/games/boxart/6113691ccc.jpg
7422,Family Feud: 2010 Edition,family-feud-2010-edition,Misc,E,DS,Ubisoft,Ludia Inc.,,,,,0.26,0.24,,,0.02,2009.0,,http://www.vgchartz.com/game/36597/family-feud-2010-edition/?region=All,1,,/games/boxart/full_family-feud-2010_6AmericaFront.jpg
7423,Deadly Premonition,deadly-premonition,Action,M,X360,Ignition Entertainment,Access Games,,6.0,7.8,,0.26,0.18,0.06,0.0,0.02,2010.0,,http://www.vgchartz.com/game/40628/deadly-premonition/?region=All,1,4.0,/games/boxart/full_7439003AmericaFrontccc.jpg
7424,Angry Birds Trilogy,angry-birds-trilogy,Puzzle,E,X360,Activision,Rovio Mobile,,,,,0.26,0.18,0.05,,0.03,2012.0,12th Jul 18,http://www.vgchartz.com/game/71489/angry-birds-trilogy/?region=All,1,,/games/boxart/full_3320456AmericaFrontccc.jpg
7425,Rugrats: I Gotta Go Party,rugrats-i-gotta-go-party,Action,E,GBA,THQ,Eurocom Entertainment Software,,,,,0.26,0.19,0.07,,0.0,2002.0,,http://www.vgchartz.com/game/28213/rugrats-i-gotta-go-party/?region=All,1,,/games/boxart/full_9114994AmericaFrontccc.jpg
7426,Virtua Racing,virtua-racing,Racing,,GEN,Sega,Sega-AM2,,,,,0.26,,,0.26,,1994.0,,http://www.vgchartz.com/game/6951/virtua-racing/?region=All,1,,/games/boxart/9924462ccc.jpg
7427,Bolt,bolt,Adventure,E10,PS2,Disney Interactive Studios,Avalanche Software,,,,,0.26,0.09,0.02,,0.16,2008.0,,http://www.vgchartz.com/game/25835/bolt/?region=All,1,,/games/boxart/full_4644534AmericaFrontccc.jpg
7428,DS Bungaku Zenshuu,ds-bungaku-zenshuu,Misc,,DS,Nintendo,Genius Sonority Inc.,,,,,0.26,,,0.26,,2007.0,,http://www.vgchartz.com/game/12312/ds-bungaku-zenshuu/?region=All,1,,/games/boxart/full_4166280JapanFrontccc.jpg
7429,TV Superstars,tv-superstars,Misc,E,PS3,Sony Computer Entertainment,SCEE Cambridge,,6.2,,,0.26,0.08,0.12,,0.05,2010.0,,http://www.vgchartz.com/game/43964/tv-superstars/?region=All,1,,/games/boxart/full_tv-superstars_6AmericaFront.jpg
7430,Major League Baseball 2K10,major-league-baseball-2k10,Sports,E,Wii,2K Sports,Visual Concepts,,5.0,,,0.26,0.24,,,0.02,2010.0,,http://www.vgchartz.com/game/41369/major-league-baseball-2k10/?region=All,1,,/games/boxart/full_9703732AmericaFrontccc.jpg
7431,Ford Racing 3,ford-racing-3,Racing,E,PS2,2K Games,Empire Interactive,,,,,0.26,0.13,0.1,,0.03,2005.0,,http://www.vgchartz.com/game/5124/ford-racing-3/?region=All,1,,/games/boxart/9580720ccc.jpg
7432,Phantasy Star Universe: Ambition of the Illuminus,phantasy-star-universe-ambition-of-the-illuminus,Role-Playing,T,PS2,Sega,Sonic Team,,,,,0.26,0.1,0.08,0.05,0.03,2007.0,,http://www.vgchartz.com/game/7540/phantasy-star-universe-ambition-of-the-illuminus/?region=All,1,,/games/boxart/full_9973720AmericaFrontccc.jpg
7433,Ultimate Marvel vs. Capcom 3,ultimate-marvel-vs-capcom-3,Fighting,,PS4,Capcom,Capcom,,,,,0.26,0.19,,0.02,0.04,2017.0,,http://www.vgchartz.com/game/150129/ultimate-marvel-vs-capcom-3/?region=All,1,,/games/boxart/full_5942765AmericaFrontccc.jpg
7434,The Adventures of Jimmy Neutron Boy Genius vs. Jimmy Negatron,the-adventures-of-jimmy-neutron-boy-genius-vs-jimmy-negatron,Action,E,GBA,THQ,Human Soft,,6.0,,,0.26,0.19,0.07,,0.0,2002.0,,http://www.vgchartz.com/game/15023/the-adventures-of-jimmy-neutron-boy-genius-vs-jimmy-negatron/?region=All,1,,/games/boxart/full_9853269AmericaFrontccc.jpg
7435,Stella Glow,stella-glow,Role-Playing,T,3DS,Atlus,imageepoch Inc.,,7.5,,,0.26,0.17,0.01,0.06,0.02,2015.0,30th May 18,http://www.vgchartz.com/game/85315/stella-glow/?region=All,1,,/games/boxart/full_9116862PALFrontccc.jpg
7436,Sengoku Basara 2,sengoku-basara-2,Action,,PS2,Capcom,Capcom,,,,,0.26,,,0.26,,2006.0,,http://www.vgchartz.com/game/3086/sengoku-basara-2/?region=All,1,,/games/boxart/full_8059859JapanFrontccc.jpg
7437,Stealth Inc 2: A Game of Clones,stealth-inc-2-a-game-of-clones,Action-Adventure,,PC,Unknown,Carbon,,,,0.26,,,,,,2006.0,19th Feb 19,http://www.vgchartz.com/game/223636/stealth-inc-2-a-game-of-clones/?region=All,1,,/games/boxart/full_7676738AmericaFrontccc.jpg
7438,Hey Arnold! The Movie,hey-arnold-the-movie,Platform,E,GBA,THQ,Altron,,5.5,,,0.26,0.19,0.07,,0.0,2002.0,,http://www.vgchartz.com/game/27111/hey-arnold-the-movie/?region=All,1,,/games/boxart/full_8315758AmericaFrontccc.jpg
7439,Final Fantasy V Advance,final-fantasy-v-advance,Role-Playing,E,GBA,Nintendo,Square Enix,,8.2,,,0.26,,,0.26,0.01,2006.0,,http://www.vgchartz.com/game/3318/final-fantasy-v-advance/?region=All,1,,/games/boxart/9734414ccc.jpg
7440,Need for Speed: Most Wanted,need-for-speed-most-wanted,Racing,E,GBA,Electronic Arts,EA Canada,,,,,0.26,0.19,0.07,,0.0,2005.0,,http://www.vgchartz.com/game/27742/need-for-speed-most-wanted/?region=All,1,,/games/boxart/full_6534577AmericaFrontccc.jpg
7441,Star Trek: Invasion,star-trek-invasion,Simulation,E,PS,Activision,Warthog,,,,,0.26,0.15,0.1,,0.02,2000.0,,http://www.vgchartz.com/game/24535/star-trek-invasion/?region=All,1,,/games/boxart/full_8343457AmericaFrontccc.jpg
7442,Wizard of Legend,wizard-of-legend,Action-Adventure,,PC,Unknown,Contingent99,,,,0.26,,,,,,2000.0,19th Feb 19,http://www.vgchartz.com/game/223637/wizard-of-legend/?region=All,1,,/games/boxart/full_4111682AmericaFrontccc.jpg
7443,Dynasty Warriors 7: Xtreme Legends,dynasty-warriors-7-xtreme-legends,Action,T,PS3,KOEI,Omega Force,,,,,0.26,0.04,0.05,0.16,0.01,2011.0,,http://www.vgchartz.com/game/63782/dynasty-warriors-7-xtreme-legends/?region=All,1,,/games/boxart/full_dynasty-warriors-7-xtreme-legends_617AmericaFront.jpg
7444,Assassin's Creed Syndicate,assassins-creed-syndicate,Action,M,PC,Ubisoft,Ubisoft Quebec,,,,,0.26,0.15,0.09,,0.02,2015.0,14th Jan 18,http://www.vgchartz.com/game/85502/assassins-creed-syndicate/?region=All,1,,/games/boxart/full_4745641AmericaFrontccc.jpg
7445,Star Wars: Bounty Hunter,star-wars-bounty-hunter,Shooter,T,GC,LucasArts,LucasArts,,,,,0.26,0.2,0.05,,0.01,2002.0,,http://www.vgchartz.com/game/2195/star-wars-bounty-hunter/?region=All,1,,/games/boxart/3867230ccc.jpg
7446,Bratz: The Movie,bratz-the-movie,Simulation,E,Wii,THQ,Blitz Games,,,,,0.26,0.23,0.01,,0.02,2007.0,,http://www.vgchartz.com/game/7516/bratz-the-movie/?region=All,1,,/games/boxart/5364071ccc.jpg
7447,Mega Man Legacy Collection,mega-man-legacy-collection,Platform,E,3DS,Capcom,Digital Eclipse Software,,,,,0.26,0.18,,0.06,0.02,2016.0,29th May 18,http://www.vgchartz.com/game/86176/mega-man-legacy-collection/?region=All,1,,/games/boxart/full_9428111JapanFrontccc.jpg
7448,Sword Art Online: Hollow Realization,sword-art-online-hollow-realization,Role-Playing,T,PSV,Namco Bandai Games,Aquria,,,,,0.26,,0.08,0.16,0.02,2018.0,22nd Mar 19,http://www.vgchartz.com/game/95432/sword-art-online-hollow-realization/?region=All,1,,/games/boxart/full_7961550PALFrontccc.jpg
7449,Tom and Jerry in War of the Whiskers,tom-and-jerry-in-war-of-the-whiskers,Fighting,T,PS2,NewKidCo,VIS Entertainment,,,,,0.26,0.13,0.1,,0.03,2002.0,,http://www.vgchartz.com/game/5883/tom-and-jerry-in-war-of-the-whiskers/?region=All,1,,/games/boxart/1279809ccc.jpg
7450,Ace Attorney Investigations 2,ace-attorney-investigations-2,Adventure,,DS,Capcom,Capcom,,,,,0.26,,,0.26,,2011.0,,http://www.vgchartz.com/game/47197/ace-attorney-investigations-2/?region=All,1,,/games/boxart/full_ace-attorney-investigations-2_310JapanFront.jpg
7451,Scene It? Twilight,scene-it-twilight,Misc,T,Wii,Konami,Artificial Mind and Movement,,,,,0.26,0.16,0.08,,0.02,2009.0,,http://www.vgchartz.com/game/39418/scene-it-twilight/?region=All,1,,/games/boxart/full_300161AmericaFrontccc.jpg
7452,TouchMaster 3(Others sales),touchmaster-3others-sales,Puzzle,E,DS,Warner Bros. Interactive,Midway,,,,,0.26,,0.24,,0.02,2009.0,,http://www.vgchartz.com/game/44322/touchmaster-3others-sales/?region=All,1,,/games/boxart/full_5553974PALFrontccc.jpg
7453,Naruto: Ultimate Ninja Heroes (US sales),naruto-ultimate-ninja-heroes-us-sales,Fighting,T,PSP,Namco Bandai,CyberConnect2,,7.0,,,0.26,0.26,0.0,,,2007.0,,http://www.vgchartz.com/game/7227/naruto-ultimate-ninja-heroes-us-sales/?region=All,1,,/games/boxart/full_2074570AmericaFrontccc.jpg
7454,Dora the Explorer: Dora Saves the Crystal Kingdom,dora-the-explorer-dora-saves-the-crystal-kingdom,Misc,E,Wii,2K Play,Take-Two Interactive,,,,,0.26,0.24,0.0,,0.02,2009.0,,http://www.vgchartz.com/game/38384/dora-the-explorer-dora-saves-the-crystal-kingdom/?region=All,1,,/games/boxart/full_5279963AmericaFrontccc.jpg
7455,Inazuma Eleven Strikers,inazuma-eleven-strikers,Sports,,Wii,Level 5,Level 5,,,,,0.26,,0.01,0.25,0.0,2011.0,31st Aug 18,http://www.vgchartz.com/game/38215/inazuma-eleven-strikers/?region=All,1,,/games/boxart/full_inazuma-eleven-strikers_900JapanFront.jpg
7456,Jikkyou Powerful Pro Yakyuu 2011,jikkyou-powerful-pro-yakyuu-2011,Sports,,PS3,Konami,PawaPuro Production,,,,,0.26,,,0.26,,2011.0,,http://www.vgchartz.com/game/51598/jikkyou-powerful-pro-yakyuu-2011/?region=All,1,,/games/boxart/full_jikkyou-powerful-pro-yakyuu-2011_252JapanFront.jpg
7457,Major League Baseball 2K9,major-league-baseball-2k9,Sports,E,Wii,2K Sports,Kush Games,,,,,0.26,0.24,,,0.02,2009.0,,http://www.vgchartz.com/game/29991/major-league-baseball-2k9/?region=All,1,,/games/boxart/full_major-league-baseball-2k9_3AmericaFront.jpg
7458,Asphalt: Injection,asphalt-injection,Racing,E10,PSV,Ubisoft,Ubisoft,,,,,0.26,0.14,0.07,,0.05,2012.0,,http://www.vgchartz.com/game/63597/asphalt-injection/?region=All,1,,/games/boxart/full_asphalt-injection_576AmericaFront.jpg
7459,Spider-Man: Web of Shadows,spider-man-web-of-shadows,Action,T,PS3,Activision,Shaba Games / Treyarch,,6.9,,,0.26,0.2,0.04,,0.02,2008.0,,http://www.vgchartz.com/game/19585/spider-man-web-of-shadows/?region=All,1,,/games/boxart/full_2106906AmericaFrontccc.jpg
7460,Call of Duty: Modern Warfare 3: Defiance,call-of-duty-modern-warfare-3-defiance,Shooter,T,DS,Activision,Infinity Ward,,,,,0.26,0.19,0.05,,0.02,2011.0,,http://www.vgchartz.com/game/64304/call-of-duty-modern-warfare-3-defiance/?region=All,1,,/games/boxart/full_call-of-duty-modern-warfare-3_864AmericaFront.jpg
7461,Dishonored 2,dishonored-2,Action,,PC,Bethesda Softworks,Arkane Studios,,,,,0.26,0.08,0.17,,0.02,2016.0,,http://www.vgchartz.com/game/85660/dishonored-2/?region=All,1,,/games/boxart/full_7660779PALFrontccc.jpg
7462,Battlestations: Midway,battlestations-midway,Strategy,T,X360,Eidos Interactive,Eidos Hungary,,,,,0.26,0.21,0.02,0.0,0.02,2007.0,,http://www.vgchartz.com/game/179/battlestations-midway/?region=All,1,,/games/boxart/150014ccc.jpg
7463,Yakuza: Ishin,yakuza-ishin,Adventure,,PS3,Sega,Sega,,,,,0.26,,,0.26,,2014.0,02nd Jan 18,http://www.vgchartz.com/game/75657/yakuza-ishin/?region=All,1,,/games/boxart/full_6172821JapanFrontccc.jpg
7464,Next Day: Survival,next-day-survival,Action-Adventure,,PC,Unknown,SOFF Games,,,,0.26,,,,,,2014.0,19th Feb 19,http://www.vgchartz.com/game/223638/next-day-survival/?region=All,1,,/games/boxart/full_3483700AmericaFrontccc.jpg
7465,Yu-Gi-Oh! Ultimate Masters: World Championship Tournament 2006,yu-gi-oh-ultimate-masters-world-championship-tournament-2006,Misc,E,GBA,Konami,Konami,,,,,0.26,0.14,0.05,0.07,0.01,2006.0,,http://www.vgchartz.com/game/4781/yu-gi-oh-ultimate-masters-world-championship-tournament-2006/?region=All,1,,/games/boxart/568941ccc.jpg
7466,Power Pro Kun Pocket 5,power-pro-kun-pocket-5,Sports,,GBA,Konami,Diamond Head,,,,,0.26,,,0.25,0.01,2003.0,,http://www.vgchartz.com/game/4097/power-pro-kun-pocket-5/?region=All,1,,/games/boxart/full_2800138JapanFrontccc.jpg
7467,Konjiki no Gashbell!! Makai no Bookmark,konjiki-no-gashbell-makai-no-bookmark,Adventure,,GBA,Banpresto,Banpresto,,,,,0.26,,,0.25,0.01,2004.0,,http://www.vgchartz.com/game/3415/konjiki-no-gashbell-makai-no-bookmark/?region=All,1,,/games/boxart/full_8222072JapanFrontccc.jpg
7468,Riding Spirits,riding-spirits,Racing,E,PS2,BAM! Entertainment,Spike,,,,,0.26,0.13,0.1,,0.03,2002.0,,http://www.vgchartz.com/game/1942/riding-spirits/?region=All,1,,/games/boxart/8804327ccc.jpg
7469,Legend of Grimrock 2,legend-of-grimrock-2,Role-Playing,,PC,Unknown,Almost Human Games,,,,0.26,,,,,,2002.0,19th Feb 19,http://www.vgchartz.com/game/223639/legend-of-grimrock-2/?region=All,1,,/games/boxart/full_2415048AmericaFrontccc.jpg
7470,Samurai Warriors 4,samurai-warriors-4,Fighting,T,PS3,Tecmo Koei,Omega Force,,,,,0.26,,,0.26,,2014.0,29th Oct 18,http://www.vgchartz.com/game/75666/samurai-warriors-4/?region=All,1,,/games/boxart/full_7507459JapanFrontccc.jpg
7471,Bust A Groove 2,bust-a-groove-2,Misc,E,PS,Enix,Metro,,7.0,,,0.26,0.04,0.03,0.18,0.02,1999.0,,http://www.vgchartz.com/game/2964/bust-a-groove-2/?region=All,1,,/games/boxart/7886388ccc.jpg
7472,Petz: Crazy Monkeyz,petz-crazy-monkeyz,Simulation,E,Wii,Ubisoft,Ubisoft,,3.5,,,0.26,0.24,0.0,,0.02,2008.0,,http://www.vgchartz.com/game/29154/petz-crazy-monkeyz/?region=All,1,,/games/boxart/full_9574601AmericaFrontccc.jpg
7473,Deep Space Dash,deep-space-dash,Action,,PC,Unknown,Delusional Games,,,,0.26,,,,,,2008.0,19th Feb 19,http://www.vgchartz.com/game/223640/deep-space-dash/?region=All,1,,/games/boxart/full_6069483AmericaFrontccc.jpg
7474,Gundam Battle Universe,gundam-battle-universe,Fighting,,PSP,Namco Bandai,Bandai Namco Games,,,,,0.26,,,0.26,,2008.0,,http://www.vgchartz.com/game/24974/gundam-battle-universe/?region=All,1,,/games/boxart/full_4753457JapanFrontccc.jpg
7475,Sengoku Basara: Battle Heroes,sengoku-basara-battle-heroes,Action,,PSP,Capcom,Capcom,,,,,0.26,,,0.26,,2009.0,,http://www.vgchartz.com/game/33532/sengoku-basara-battle-heroes/?region=All,1,,/games/boxart/full_1872439JapanFrontccc.jpg
7476,Armorines: Project S.W.A.R.M.,armorines-project-swarm,Shooter,T,N64,Acclaim Entertainment,Acclaim Studios London,,6.2,,,0.26,0.21,0.05,,0.0,1999.0,,http://www.vgchartz.com/game/108/armorines-project-swarm/?region=All,1,,/games/boxart/2793739ccc.jpg
7477,Chromehounds,chromehounds,Simulation,T,X360,Sega,From Software,,6.4,,0.26,,,,,,2006.0,,http://www.vgchartz.com/game/357/chromehounds/?region=All,1,,/games/boxart/4076751ccc.jpg
7478,Duke Nukem: Zero Hour,duke-nukem-zero-hour,Shooter,M,N64,GT Interactive,Eurocom Entertainment Software,,,,,0.26,0.21,0.05,,0.0,1999.0,,http://www.vgchartz.com/game/602/duke-nukem-zero-hour/?region=All,1,,/games/boxart/7742206ccc.jpg
7479,Nightmare Creatures,nightmare-creatures,Action,M,N64,Activision,Kalisto Entertainment,,7.1,,,0.26,0.21,0.05,,0.0,1997.0,,http://www.vgchartz.com/game/1648/nightmare-creatures/?region=All,1,,/games/boxart/full_7060534AmericaFrontccc.jpg
7480,Star Wars Episode I: Battle for Naboo,star-wars-episode-i-battle-for-naboo,Simulation,T,N64,LucasArts,Factor 5,,8.5,,,0.26,0.21,0.05,,0.0,2000.0,,http://www.vgchartz.com/game/2192/star-wars-episode-i-battle-for-naboo/?region=All,1,,/games/boxart/4516819ccc.jpg
7481,NCAA March Madness 08,ncaa-march-madness-08,Sports,E,PS2,EA Sports,EA Canada,,,,,0.26,0.13,0.1,,0.03,2007.0,,http://www.vgchartz.com/game/13526/ncaa-march-madness-08/?region=All,1,,/games/boxart/3877506ccc.jpg
7482,Armored Core: Nexus,armored-core-nexus,Simulation,T,PS2,Agetec,From Software,,,,,0.26,0.06,0.05,0.14,0.02,2004.0,,http://www.vgchartz.com/game/2861/armored-core-nexus/?region=All,1,,/games/boxart/256761ccc.gif
7483,Summer Sports 2: Island Sports Party,summer-sports-2-island-sports-party,Sports,E,Wii,Destineer,Digital Embryo,,,,,0.26,0.24,0.0,,0.02,2008.0,,http://www.vgchartz.com/game/28554/summer-sports-2-island-sports-party/?region=All,1,,/games/boxart/full_332250AmericaFrontccc.jpg
7484,Evolution Skateboarding,evolution-skateboarding,Sports,T,PS2,Konami,Konami Computer Entertainment Osaka,,,,,0.26,0.13,0.1,,0.03,2002.0,,http://www.vgchartz.com/game/5064/evolution-skateboarding/?region=All,1,,/games/boxart/9273075ccc.jpg
7485,FIFA 14,fifa-14,Sports,E,3DS,EA Sports,EA Canada,,,,,0.26,,0.25,,0.01,2013.0,15th Sep 18,http://www.vgchartz.com/game/76258/fifa-14/?region=All,1,,/games/boxart/full_1506300PALFrontccc.jpg
7486,Dora the Explorer: The Search for Pirate Pig's Treasure,dora-the-explorer-the-search-for-pirate-pigs-treasure,Adventure,E,GBA,NewKidCo,Cinegroupe,,,,,0.26,0.19,0.07,,0.0,2002.0,,http://www.vgchartz.com/game/26779/dora-the-explorer-the-search-for-pirate-pigs-treasure/?region=All,1,,/games/boxart/6261858ccc.jpg
7487,Don King Boxing,don-king-boxing,Sports,T,Wii,2K Sports,2K Shanghai,,,,,0.26,0.14,0.1,,0.02,2009.0,,http://www.vgchartz.com/game/31155/don-king-boxing/?region=All,1,,/games/boxart/full_2221286AmericaFrontccc.jpg
7488,Imagine: Fashion Party,imagine-fashion-party,Simulation,E,Wii,Ubisoft,Virtual Toys / Lexis Numerique,,,,,0.26,0.24,0.0,,0.02,2009.0,,http://www.vgchartz.com/game/28229/imagine-fashion-party/?region=All,1,,/games/boxart/full_2962315AmericaFrontccc.jpg
7489,Babysitting Mania,babysitting-mania,Simulation,E,DS,Majesco,Gogii Games,,,,,0.26,0.24,0.0,,0.02,2008.0,,http://www.vgchartz.com/game/24118/babysitting-mania/?region=All,1,,/games/boxart/7284529ccc.jpg
7490,Outlaw Volleyball,outlaw-volleyball,Sports,M,XB,Simon & Schuster Interactive,Hypnotix,,,,,0.26,0.19,0.06,,0.01,2003.0,,http://www.vgchartz.com/game/1690/outlaw-volleyball/?region=All,1,,/games/boxart/full_7388093AmericaFrontccc.jpg
7491,Batman: Vengeance,batman-vengeance,Adventure,T,GC,Ubisoft,Ubisoft Montreal,,7.0,,,0.26,0.2,0.05,,0.01,2001.0,,http://www.vgchartz.com/game/168/batman-vengeance/?region=All,1,,/games/boxart/447472ccc.jpg
7492,RealSports Football,realsports-football,Sports,,2600,Atari,Atari,,,,,0.26,0.24,0.01,,0.0,1982.0,,http://www.vgchartz.com/game/21467/realsports-football/?region=All,1,,/games/boxart/9662244ccc.jpg
7493,Tiger Woods PGA Tour 10,tiger-woods-pga-tour-10,Sports,E,PS2,EA Sports,EA Tiburon,,,,,0.26,0.12,0.01,,0.13,2009.0,,http://www.vgchartz.com/game/32295/tiger-woods-pga-tour-10/?region=All,1,,/games/boxart/full_9550626AmericaFrontccc.jpg
7494,SD Gundam G Generation: Cross Drive,sd-gundam-g-generation-cross-drive,Strategy,,DS,Namco Bandai,Vanguard,,,,,0.26,,,0.26,,2007.0,,http://www.vgchartz.com/game/7162/sd-gundam-g-generation-cross-drive/?region=All,1,,/games/boxart/full_3330266JapanFrontccc.jpg
7495,Army of Two: The Devil's Cartel,army-of-two-the-devils-cartel,Shooter,M,X360,Electronic Arts,Visceral Games,,,,,0.26,0.16,0.07,0.0,0.02,2013.0,19th Oct 18,http://www.vgchartz.com/game/71165/army-of-two-the-devils-cartel/?region=All,1,,/games/boxart/full_2798169PALFrontccc.jpg
7496,Labyronia RPG,labyronia-rpg,Role-Playing,,PC,Unknown,Labyrinthine,,,,0.26,,,,,,2013.0,19th Feb 19,http://www.vgchartz.com/game/223641/labyronia-rpg/?region=All,1,,/games/boxart/full_3788434AmericaFrontccc.jpg
7497,The Legend of Heroes: Trails of Cold Steel II,the-legend-of-heroes-trails-of-cold-steel-ii,Role-Playing,T,PSV,Xseed Games,Nihon Falcom Corporation,,,,,0.26,0.06,0.04,0.13,0.03,2016.0,29th Oct 18,http://www.vgchartz.com/game/78472/the-legend-of-heroes-trails-of-cold-steel-ii/?region=All,1,,/games/boxart/full_7183708AmericaFrontccc.jpg
7498,Yakuza Zero: The Place of Oath,yakuza-zero-the-place-of-oath,Adventure,,PS3,Sega,Sega,,,,,0.26,,,0.26,,2015.0,03rd Jan 18,http://www.vgchartz.com/game/84443/yakuza-zero-the-place-of-oath/?region=All,1,,/games/boxart/full_2165069JapanFrontccc.jpg
7499,Dungeons & Dragons Heroes,dungeons-amp-dragons-heroes,Role-Playing,T,XB,Atari,Atari,,,,,0.26,0.19,0.06,,0.01,2003.0,,http://www.vgchartz.com/game/28734/dungeons-amp-dragons-heroes/?region=All,1,,/games/boxart/full_3305465AmericaFrontccc.jpg
7500,Postal,postal,Shooter,M,PC,Ripcord Games,Running With Scissors,,,,0.26,,,,,,1997.0,,http://www.vgchartz.com/game/12822/postal/?region=All,1,,/games/boxart/807731ccc.jpg
7501,Resident Evil: Revelations,resident-evil-revelations,Shooter,M,X360,Capcom,Capcom,,7.4,,,0.26,0.12,0.1,0.02,0.02,2013.0,16th Mar 18,http://www.vgchartz.com/game/71528/resident-evil-revelations/?region=All,1,,/games/boxart/full_2467525AmericaFrontccc.jpg
7502,McGrath Vs. Pastrana Freestyle Motocross,mcgrath-vs-pastrana-freestyle-motocross,Racing,E,PS,Acclaim Entertainment,"Z-Axis, Ltd.",,,,,0.26,0.14,0.1,,0.02,2000.0,,http://www.vgchartz.com/game/30994/mcgrath-vs-pastrana-freestyle-motocross/?region=All,1,,/games/boxart/full_7619631AmericaFrontccc.jpg
7503,Hyper color ball,hyper-color-ball,Action,,PC,Unknown,Czester16,,,,0.26,,,,,,2000.0,19th Feb 19,http://www.vgchartz.com/game/223642/hyper-color-ball/?region=All,1,,/games/boxart/full_3729695AmericaFrontccc.jpg
7504,Crash Nitro Kart,crash-nitro-kart,Racing,E,GC,VU Games,Vicarious Visions,,,,,0.26,0.2,0.05,,0.01,2003.0,,http://www.vgchartz.com/game/4989/crash-nitro-kart/?region=All,1,,/games/boxart/7610303ccc.jpg
7505,Legaia 2: Duel Saga,legaia-2-duel-saga,Role-Playing,T,PS2,Eidos Interactive,Contrail,,,,,0.26,0.13,0.1,,0.03,2002.0,,http://www.vgchartz.com/game/1159/legaia-2-duel-saga/?region=All,1,,/games/boxart/full_2663725AmericaFrontccc.jpg
7506,Metroid Prime Pinball,metroid-prime-pinball,Misc,E,DS,Nintendo,Fuse Games Limited,,7.6,,,0.26,0.22,0.0,0.02,0.02,2005.0,,http://www.vgchartz.com/game/1342/metroid-prime-pinball/?region=All,1,,/games/boxart/full_4301084JapanFrontccc.jpg
7507,Littlest Pet Shop: Friends,littlest-pet-shop-friends,Simulation,E,Wii,Electronic Arts,EA Salt Lake,,,,,0.26,0.21,0.02,,0.02,2009.0,,http://www.vgchartz.com/game/35037/littlest-pet-shop-friends/?region=All,1,,/games/boxart/full_7792913AmericaFrontccc.jpg
7508,Classic NES Series: Bomberman,classic-nes-series-bomberman,Action,,GBA,Nintendo,Hudson Soft,,,,,0.26,0.1,0.04,0.11,0.01,2004.0,,http://www.vgchartz.com/game/15029/classic-nes-series-bomberman/?region=All,1,,/games/boxart/8442201ccc.jpg
7509,Tony Hawk: Shred,tony-hawk-shred,Sports,E,X360,Activision,Robomodo,,,,,0.26,0.17,0.06,,0.02,2010.0,,http://www.vgchartz.com/game/44795/tony-hawk-shred/?region=All,1,,/games/boxart/full_tony-hawk-shred_1AmericaFront.jpg
